672940377	39247	41787	
829088678	22653	25193	
700676355	22350	24890	
777182157	55668	58208	
766547679	35113	37653	
704485899	22344	24884	
704485843	22344	24884	
704485786	22350	24890	
704485737	22338	24878	
704485683	22344	24884	
704485635	22351	24891	
618631222	4105641	4108181	
545006446	4105641	4108181	
451313531	22656	25196	
451313490	22656	25196	
12719011	22352	24892	
817491263	20820	23360	
667714421	21830	24370	
481190437	21135	23675	
481190335	21135	23675	
481190252	21135	23675	
481190182	21135	23675	
451313571	19874	22414	
803440056	4046914	4049454	
332000475	21325	23865	
746616518	20963	23503	
194405610	1533251	1535791	
126636230	4595573	4598113	
667483963	23617	26157	
667483878	23617	26157	
150958624	5486148	5488634	
959672264	5322753	5325110	
958290816	4836735	4839239	
619734722	1196948	1199452	
743569396	1100172	1102658	
339759707	3881349	3883835	
339305362	96665	98359	
213985689	2727956	2730463	
395810495	1032905	1035307	
748231934	3981807	3984236	
615567765	1093763	1096192	
613730844	1093778	1096207	
507219248	1094078	1096507	
958617326	4095620	4098049	
827370414	4093368	4095797	
770474236	193	2637	
914397586	5320457	5322868	
151423458	1116359	1118881	
110825366	71719	74223	
262083393	4555332	4557848	
815963219	934635	937010	
445198867	4782257	4784686	
367460290	3937073	3939475	
663071213	1203202	1205547	
74055513	1782860	1785349	
116696516	3524622	3527105	
152026452	4958293	4960527	
886827290	1942866	1945286	
115259115	36345	38771	
951709680	686364	688844	
427998918	129898	132333	
117607074	1586020	1588503	
386786868	5550105	5552639	
924524167	388514	390943	
120561280	3223317	3225707	
114336511	2592918	2595263	
182632885	3046532	3048970	
118163506	3920293	3922740	
701188573	3751268	3753808	
690305170	3701175	3703715	
690324916	3716799	3719339	
906350884	3430199	3432739	
357422594	1855893	1858322	
154162790	14936	17398	
221727862	181955	184360	
159141737	98962	101367	
390189682	10585	13023	
288909149	918236	920587	
930349143	5105936	5108359	
83630956	3506389	3508827	
409018997	178087	180552	
409021976	243580	246045	
785763558	3004315	3006786	
89213252	7102	9501	
372983507	2047794	2050277	
299065054	9334	11838	
151363173	5097800	5100226	
593804270	23329	25809	
717149785	23329	25809	
717159388	23321	25801	
758961176	100568	103048	
742923133	37490	39970	
593804355	91321	93801	
696158530	94696	97176	
296012614	1362886	1365348	
800908878	23327	25807	
597512421	89357	91837	
723254552	119192	121672	
742993892	169996	172476	
828952515	65120	67600	
959190086	72668	75148	
640855842	3400	5880	
764066760	2126727	2128913	
32527006	104096	106573	
959209244	213651	216125	
187713229	4303249	4305759	
336096746	158768	161143	
209871356	3614574	3616949	
676254456	1932296	1934767	
684194542	4913715	4916168	
758182997	1100422	1102743	
685748346	2489764	2492232	
91685338	4751135	4753603	
761589803	5326178	5328664	
815968487	5613720	5616206	
873258195	866644	869061	
194709404	388695	391118	
290883107	662722	665133	
939208275	2694971	2697451	
239837778	1100373	1102670	
302567367	6857981	6860356	
359341138	4530074	4532476	
256650512	2492112	2494214	
256653503	2582910	2585012	
256647459	2582928	2585030	
256638295	2582915	2585017	
256644404	2585595	2587697	
256641349	2585553	2587655	
256635240	2585573	2587675	
256632183	2584366	2586468	
345135066	2144635	2147112	
333738032	472223	474688	
874219584	280915	283299	
255292892	19752	22229	
255292743	16971	19448	
255293164	11921	14398	
32446539	76448	78835	
363406024	3304172	3306679	
332337265	136587	139109	
755908329	5193739	5196228	
698183088	138066	140549	
748262133	2772749	2775235	
333937619	343194	345677	
970324016	2608845	2611361	
933690998	1424082	1426562	
268309235	5537578	5540037	
311692891	1840593	1842053	
731175139	1004950	1007361	
432164605	725219	727711	
938169631	261160	263361	
672593547	766761	769136	
120587178	3907680	3910193	
758855033	5932499	5934958	
292673316	420769	423087	
569540043	708427	710769	
703587290	1708724	1711219	
442770505	15390	17774	
74419069	2285297	2287606	
336093334	1766298	1768586	
336096911	1765163	1767451	
528527888	264579	266825	
933694432	15913	18147	
218525559	110317	112536	
168192641	1083411	1085612	
873551602	1597858	1600098	
148498119	4033295	4035655	
938475369	2735876	2738263	
794204258	2766392	2768695	
149931032	1988902	1991205	
302148938	942169	944550	
289172388	1381296	1383482	
754496488	1275453	1277639	
427357970	5493900	5496353	
675818951	33378	35729	
157076741	3333894	3336245	
284919779	4938183	4940534	
406775301	937100	939451	
745369752	3515954	3518305	
407051884	933654	936005	
816208797	240978	243329	
407062746	926761	929112	
218350208	3347452	3349803	
953508392	5106276	5108741	
329308025	1889372	1891528	
338799449	1268590	1270746	
834771869	2992091	2994268	
75699950	4347015	4349459	
